premise	hypothesis	prediction	label
First, injected cannabinoids may not mirror the effects of smoked marijuana.	Smoking marijuana gets people higher than injected them with cannabinoids.	2	2
Cirque du Soleil's The latest from the acclaimed international troupe, O dazzles in an aquatic environment that utilizes 1.5 million gallons (6.8 million liters) of water.	Cirque du Soleil is all from America.	0	0
Hatch : Muslims treat Moses as a great prophet.	The Muslims don't speak of Moses.	0	0
The Cooper Building forms the heart of L.A.'s Garment District, which is located southeast of central Downtown on Los Angeles Street.	L.A has no Garment District since the Cooper Building was turned into an ice skating rink.	0	0
However, the specific approaches to executing those principles tended to differ among the various sectors.	Specific approaches to each principle is different in each sector, with the oil industry being the most flexible.	2	2
The same year, the University of Hawaii campus at Manoa became the site of the Center for Cultural and Technical Interchange Between East and West (popularly known as the East West Center), a unique and venerated resource for advanced Pacific Rim studies.	The University of Hawaii became known as the site for advanced studies.	1	1
Today it is lined with shipyards, factories, and industrial development, and its waters are badly polluted.	Its waters are pure and safe to drink	0	0
The track continues past the necropolis to an impressive amphitheatre, very probably carved by Nabateans, but influenced by the Romans.	The path also leads to the ruins of a church.  	2	2
Exhibitions are often held in the splendid entrance hall.	The exhibitions in the entrance hall are usually the most exciting.	2	2
As he emerged, Boris remarked, glancing up at the clock: "You are early.	When he was appearing, Boris looked at the clock and said, 'You are early.'	1	1
Specifically, by defining mission improvement objectives, senior executives determine whether their organization needs a CIO who is a networking/marketing specialist, business change agent, operations specialist, policy/oversight manager, or any combination thereof.	A CIO does not need to be an operations specialist.	0	0
The third row of Exhibit 17 shows the Krewski, et al. 	Exhibit 17 has many rows.	2	2
NIPA had already recognized mineral exploration as investment, and in 1996, NIPA reclassified government purchases of plant and equipment as investment.	NIPA said mineral exploration is not an investment.	0	0
67 through .67d, provide a mechanism for limiting the issues on which a trial-type hearing is required; allow the Postal Service to explain the unavailability of data that would otherwise have to be filed; and provide for data collection for the duration of the experiment.	67 through .67d does not provide mechanism for limiting issue on which trial-type hearing is required allowing postal service to explain unavailability of the data.	0	0
because i i mean i don't know it's just something i think something we need	I think it is something that we need.	1	1
Emeralds? 	Emeralds?	1	1
Built in a.d. 715 to help measure the peak and trough of the Nile flood.	It was built to bring water to the city.	0	0
Vaikuntaperumal is a Vishnu temple of the same period, famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings.	The sculpture reliefs in the Vishnu temple depict stories about the Pallava kings.	1	1
What changed?	What was different?	1	1
from from personal parties or from these uh phone answering phone uh commercial things	Is it from personal parties or the phone answering things?	1	1
Guards would regulate those who entered and departed.	Guards checked who went in and out.	1	1
But of course the DSM is informed by social values.	Social values were not taken into consideration during the DSM's creation.	0	0
The Drawing Room was partially destroyed by fire in 1941, and its furnishings are faithful reproductions; the huge (repaired) Ming punch bowl is striking.	The Ming punch bowl is used at employee parties.	2	2
The town is also known for its sparkling wine and for the caves where about 70 per?­cent of France's cultivated mushrooms are grown.	The town grows 40% of the sparkling wine.	2	2
so i like music i like listening to music so i don't usually listen to KCBI and then there's another one called Journey that's somewhere in between the two of those it's in between ninety and ninety four	Journey is somewhere between ninety and ninety four.	1	1
