premise	hypothesis	prediction	label
In addition to the arguments previously advanced by the Vice Presidentas representatives and addressed in our June 22 letter to the Counsel to the Vice President (see Enclosure 1), the Vice Presidentas August 2 letter to the Congress asserts that the study is not authorized by statute because GAO is limited to looking at the aresults- of programs and that GAO does not have a right of access to documents because the Vice President is not included under the term aagency- used in GAOas statute.	The Vice President's representatives went further and demanded an apology from the GAO.	1	2
For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.	Leal Senado is a perfect example of colonial building design.	0	1
but but it is peaceful i mean it is relaxing to do once you find the time to do it	It is very stressful.	2	0
Why blame her because she had been true to her creed? 	She was not faithful to her own belief system.	2	0
At the end of the show is a cluster of popular sportswear with Tommy Hilfiger, Donna Karan, Nautica, the Gap, and such names applied to it.	Donna Karan is the only company which produces sportswear.	2	0
ran toward us rather slowly, like people finishing their run.	They ran toward us with amazing speed, like they were racing.	1	0
um-hum they have socialized socialized health care	They have socialized health care since 1957	1	2
Jon was about to require a lot from her.	Jon required her to give up all of her weapons.	0	2
There's only one thing for me to do."	There's a few things left for me to do.	1	0
Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.	Saddam could turn out weaker.	2	0
I hate pigeons.	Pigeons are cute and adorable.	2	0
Answer? said Julius.	Julius needed an answer right then.	1	2
so uh listen i'll call Triple A uh auto club any time	At any time I would call Triple A.	0	1
you know it's easy to say well yeah let's let's put these old folks in a home but when i think i don't want to do that you know i don't want to be have my little home i always threaten my daughters i say well	I rather take care of my aging parents at home.	1	2
no no not at all it	All of them	2	0
so well i think we've taken up at least five minutes	I've taken up too much of the last bit of time so you should go.	1	2
France knew a good thing when she seized one, but then so did Britain.	France knew this was good.	2	1
The man had probably heard him urinating or maybe even noticed the change of his breath as he awoke.	The man probably heard the spatter of his urine or the change in his breathing patterns.	2	1
Turns out that Bill got one letter last year that just tore at his heartstrings.	Bill got one letter last year that tore at his heartstrings.	2	1
Always check with drivers and hotel employees to determine if road conditions are good before you depart.	It is important to ensure good road conditions before leaving. 	2	1
The library is the largest of any plantation in Jamaica, with over 300 volumes, including three first editions; the books would have been used to while away the long humid days.	The library has over 300 volumes, including 3 first editions. 	2	1
But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.	The cushion will likely be spent in under two years.	2	1
Don't expect to be swinging much after midnight, even in towns.	Things all close down at 11:30pm.	0	2
The community courthouse will be held every second Tuesday of the month at Carver at 217 Paso Hondo.	They held their meetings on every Friday night.	2	0
But in fact Haveman and Wolfe's statistical analysis is designed to rule out this and similar alternative theories, leaving us to conclude that the moves themselves are harmful.	We think these moves are benevolent.	2	0
He seemed too self-assured.	He is too confident.	0	1
In Mumbai, both Juhu and Chowpatty beaches are, for instance, definitely a bad idea, and though the Marina beaches in Chennai are cleaner, there may be sharks.	The beaches in Mumbai are a bad idea.	2	1
It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.	The largest tower built along the coast was 30 feet high and 6 feet thick.	2	0
In the 1980s, a pragmatic socialist coalition government with the Christian Democrats brought a few years of unusual stability.	The Christian Democrats were not able to maintain their power.	0	2
