word;neg_count;pos_count;neg/tot;total
harry potter;0;3;0;3
is daring;0;1;0;1
legend;0;2;0;2
and dance;0;1;0;1
as romantic;0;2;0;2
bruce;0;2;0;2
delight;0;1;0;1
impressive for;0;3;0;3
lynch;0;3;0;3
as distinctive;0;2;0;2
far beyond;0;1;0;1
is completely;0;4;0;4
is confusing;0;2;0;2
is masterpiece;0;5;0;5
must be given;0;4;0;4
must for;0;2;0;2
broken;0;2;0;2
brooklyn;0;2;0;2
concept;0;2;0;2
concept films;0;1;0;1
emergence;0;3;0;3
expensive;0;2;0;2
film suffers;0;3;0;3
hokey;0;5;0;5
hokum;0;3;0;3
parade;0;2;0;2
but as the;0;3;0;3
but at;0;3;0;3
carrying;0;5;0;5
cast to;0;2;0;2
collected;0;2;0;2
crime melodrama;0;2;0;2
dragon;0;1;0;1
four feathers;0;1;0;1
as bad as;0;1;0;1
bang;0;1;0;1
excellent use of;0;1;0;1
one of our;0;1;0;1
pluto;0;3;0;3
all things;0;1;0;1
becoming;0;2;0;2
camp;0;2;0;2
character driven;0;2;0;2
more questions;0;2;0;2
of death;0;2;0;2
at best;0;1;0;1
beautifully shot;0;9;0;9
end result;0;1;0;1
and beautifully photographed;0;3;0;3
and devolves;0;6;0;6
collaboration;0;2;0;2
collaborators;0;2;0;2
daniel auteuil;0;3;0;3
and just;0;2;0;2
and never;0;4;0;4
and new;0;2;0;2
and plodding;0;1;0;1
bet;0;2;0;2
disorienting;0;4;0;4
film school;0;2;0;2
happening but;0;1;0;1
it ends in;0;9;0;9
names;0;2;0;2
none of the;0;1;0;1
not just;0;2;0;2
novels;0;1;0;1
off into;0;3;0;3
philosophical;0;8;0;8
beneath the;0;1;0;1
by then;0;1;0;1
comedy it;0;2;0;2
it only;0;1;0;1
ken;0;3;0;3
of slapstick;0;3;0;3
can stomach the;0;2;0;2
martial arts;0;1;0;1
elysian;0;1;0;1
mark it;0;2;0;2
movie in long;0;1;0;1
possession;0;3;0;3
20th;0;2;0;2
and dreary;0;2;0;2
bracingly;0;4;0;4
but their;0;1;0;1
direct to;0;2;0;2
caught up;0;2;0;2
conduct is;0;1;0;1
deeper than;0;2;0;2
from your;0;3;0;3
jie;0;1;0;1
of masterpiece;0;1;0;1
and story;0;1;0;1
are painfully;0;1;0;1
at almost every;0;1;0;1
awkward structure;0;2;0;2
awkwardly;0;2;0;2
ditched;0;1;0;1
fun family;0;5;0;5
fun with;0;1;0;1
infrequently;0;2;0;2
it is more;0;7;0;7
it is quite;0;4;0;4
its quest;0;1;0;1
just about as;0;5;0;5
made the;0;2;0;2
not movie about;0;5;0;5
of new;0;1;0;1
and barry;0;1;0;1
combined with the;0;1;0;1
either of those;0;1;0;1
either the;0;1;0;1
genitals;0;3;0;3
it also;0;1;0;1
it also has;0;1;0;1
on the big;0;1;0;1
deliberately;0;1;0;1
empowerment;0;6;0;6
for kids;0;2;0;2
beginners;0;6;0;6
except its;0;2;0;2
except maybe;0;2;0;2
or even all;0;4;0;4
an epic;0;1;0;1
bill paxton;0;2;0;2
it were;0;2;0;2
nod to;0;2;0;2
can also;0;2;0;2
brim with;0;1;0;1
fire delivery;0;1;0;1
or humor;0;2;0;2
from oscar;0;2;0;2
disney;0;2;0;2
haunted;0;2;0;2
in showing;0;1;0;1
inject;0;1;0;1
hold the;0;3;0;3
honest enough;0;1;0;1
its own good;0;1;0;1
national lampoon van;0;1;0;1
nationwide;0;1;0;1
longtime;0;1;0;1
parent;0;3;0;3
and romantic;0;3;0;3
arrogant;0;1;0;1
busy;0;2;0;2
it really is;0;2;0;2
an open;0;3;0;3
comedy with;0;1;0;1
gets more;0;1;0;1
lucy liu;0;3;0;3
lyricism;0;1;0;1
and little else;0;1;0;1
is worse;0;2;0;2
may have;0;1;0;1
nonsense that;0;2;0;2
poor and;0;5;0;5
clue you in;0;7;0;7
dass fierce;0;5;0;5
didn care;0;1;0;1
isn it;0;1;0;1
intensity and;0;2;0;2
is uniformly;0;2;0;2
is uniformly superb;0;1;0;1
never takes;0;1;0;1
only one;0;1;0;1
pilot;0;1;0;1
charming but slight;0;2;0;2
its charms;0;1;0;1
often just;0;3;0;3
and honestly;0;1;0;1
awful that;0;1;0;1
heart and mind;0;1;0;1
just didn care;0;3;0;3
aim;0;3;0;3
an astonishing;0;3;0;3
beat the;0;4;0;4
hour and;0;1;0;1
in sweet;0;3;0;3
in unexpected;0;1;0;1
it it;0;2;0;2
makes his;0;1;0;1
and feels more;0;1;0;1
audrey;0;1;0;1
bravura;0;1;0;1
entertaining to;0;1;0;1
her and;0;1;0;1
images of;0;2;0;2
its low;0;1;0;1
mcgrath version;0;2;0;2
movie biz;0;1;0;1
on its sleeve;0;1;0;1
on itself;0;1;0;1
overwhelming;0;1;0;1
chord with;0;1;0;1
choreographed;0;1;0;1
cuisine and;0;2;0;2
laws;0;5;0;5
movie nothing;0;3;0;3
movie of;0;1;0;1
ponder the;0;2;0;2
exciting and;0;2;0;2
be quirky;0;4;0;4
does is;0;9;0;9
hole in;0;2;0;2
isn exactly;0;1;0;1
manipulative;0;1;0;1
never comes together;0;1;0;1
of pop;0;1;0;1
and predictable and;0;1;0;1
every possible;0;1;0;1
every potential;0;1;0;1
film that makes;0;4;0;4
hard to tell;0;1;0;1
interrupted by;0;1;0;1
movie is silly;0;1;0;1
movie is so;0;1;0;1
muddled and;0;1;0;1
air conditioning;0;1;0;1
and blood;0;1;0;1
barney;0;2;0;2
but quite;0;4;0;4
feelings of;0;2;0;2
feels;0;2;0;2
he or;0;1;0;1
horrible;0;2;0;2
is almost completely;0;6;0;6
it must be;0;1;0;1
mummy returns;0;3;0;3
anchors;0;2;0;2
and turns;0;2;0;2
cult classic;0;1;0;1
dumbness;0;2;0;2
dummies;0;2;0;2
great yarn;0;1;0;1
better off;0;1;0;1
enamored;0;1;0;1
let;0;1;0;1
about family;0;2;0;2
characters that;0;1;0;1
for too;0;1;0;1
it falls;0;1;0;1
piffle;0;1;0;1
elements of;0;1;0;1
in other films;0;1;0;1
is an enjoyable;0;5;0;5
it uses;0;1;0;1
but the cast;0;2;0;2
despite their;0;6;0;6
artistic collaboration;0;2;0;2
artistic integrity;0;1;0;1
making of;0;1;0;1
mark of;0;3;0;3
once you;0;3;0;3
one about;0;2;0;2
can out;0;2;0;2
figures from;0;1;0;1
focused;0;4;0;4
past with;0;1;0;1
good naturedly;0;2;0;2
grimy;0;1;0;1
information;0;1;0;1
of spy;0;3;0;3
or documentary;0;2;0;2
greg;0;1;0;1
grenade;0;1;0;1
grows;0;1;0;1
least as;0;4;0;4
least bit;0;1;0;1
moviegoing;0;2;0;2
moviegoing pleasures;0;1;0;1
all but the;0;2;0;2
essentially;0;1;0;1
its own story;0;4;0;4
over by;0;2;0;2
enjoying this;0;1;0;1
intense;0;1;0;1
intense and;0;1;0;1
intimate and;0;2;0;2
chinese;0;1;0;1
jerking;0;2;0;2
it makes your;0;1;0;1
nor as;0;2;0;2
feels more like;0;1;0;1
james;0;1;0;1
memorable performances;0;1;0;1
performance he;0;1;0;1
jelinek novel;0;3;0;3
might wind;0;2;0;2
can disguise the;0;2;0;2
can seem;0;6;0;6
can shake;0;1;0;1
director can;0;2;0;2
humor so;0;1;0;1
of way;0;6;0;6
criticism;0;3;0;3
all bluster;0;2;0;2
completely lacking;0;2;0;2
confines;0;2;0;2
from the other;0;3;0;3
it is does;0;2;0;2
lot of the;0;2;0;2
an exceptionally;0;1;0;1
bothers to;0;1;0;1
greenlight;0;1;0;1
holocaust;0;1;0;1
ops;0;2;0;2
and focus;0;4;0;4
great;0;1;0;1
but that it;0;3;0;3
forth as;0;4;0;4
foul;0;1;0;1
has history;0;1;0;1
has in;0;1;0;1
is just as;0;1;0;1
is short;0;2;0;2
breezy;0;1;0;1
2002;0;2;0;2
and intimate;0;1;0;1
don be;0;3;0;3
films but it;0;2;0;2
is art;0;6;0;6
life in an;0;1;0;1
logic and;0;2;0;2
logic of;0;2;0;2
musicals;0;1;0;1
of dark comedy;0;1;0;1
but because it;0;1;0;1
but believe;0;1;0;1
earns;0;1;0;1
many more;0;1;0;1
draw;0;1;0;1
failure it;0;1;0;1
her life;0;2;0;2
her own;0;1;0;1
its casting;0;2;0;2
its characters and;0;1;0;1
never lets up;0;2;0;2
certain level;0;2;0;2
fantastical;0;2;0;2
not because;0;2;0;2
about modern;0;2;0;2
aid;0;4;0;4
arts;0;1;0;1
eye popping visuals;0;6;0;6
fierce grace;0;1;0;1
makes one;0;1;0;1
dulled;0;2;0;2
ensemble comedy;0;1;0;1
lesson in;0;2;0;2
catharsis;0;3;0;3
is more like;0;1;0;1
on several;0;1;0;1
adding;0;2;0;2
in creating;0;1;0;1
attempt at;0;1;0;1
have taken;0;1;0;1
have that;0;1;0;1
have the;0;2;0;2
hollywood remake;0;2;0;2
is very funny;0;2;0;2
hit or miss;0;3;0;3
of the heart;0;2;0;2
19 the widowmaker;0;1;0;1
generally;0;1;0;1
in front of;0;1;0;1
is does;0;1;0;1
military;0;1;0;1
fresh as;0;3;0;3
observations;0;1;0;1
cutter;0;3;0;3
and while the;0;2;0;2
ballistic;0;1;0;1
broad;0;1;0;1
pleasant enough;0;1;0;1
answer;0;2;0;2
answer is;0;1;0;1
in the first;0;1;0;1
bigelow;0;6;0;6
its details;0;1;0;1
best to;0;2;0;2
ends with;0;3;0;3
endurance;0;1;0;1
entry in;0;4;0;4
gem of;0;2;0;2
movie making;0;1;0;1
on ugly;0;3;0;3
place at;0;5;0;5
any given;0;1;0;1
board;0;1;0;1
borrows from;0;2;0;2
or her own;0;1;0;1
bending;0;1;0;1
buy;0;4;0;4
enough and;0;1;0;1
justify its;0;2;0;2
critics;0;1;0;1
for with;0;3;0;3
itself too seriously;0;2;0;2
made its;0;1;0;1
movie than;0;3;0;3
of blue;0;1;0;1
an ounce;0;1;0;1
connect the dots;0;2;0;2
directed it;0;1;0;1
humor of;0;1;0;1
more than well;0;1;0;1
more time;0;1;0;1
cheerful;0;1;0;1
fleming;0;3;0;3
go wrong;0;2;0;2
attacks;0;2;0;2
disposable;0;1;0;1
entertaining comedy that;0;1;0;1
gratefully;0;8;0;8
of the big;0;2;0;2
overcome the;0;2;0;2
perspective and;0;4;0;4
juwanna mann;0;2;0;2
cliched dialogue;0;3;0;3
cliched to;0;3;0;3
firmly believe that;0;1;0;1
it is wise;0;1;0;1
plane;0;1;0;1
and downright creepy;0;1;0;1
had so;0;2;0;2
jolie;0;2;0;2
pre;0;2;0;2
cinderella story;0;4;0;4
as an actress;0;1;0;1
as an all;0;1;0;1
as an athlete;0;1;0;1
denial about;0;1;0;1
denied;0;1;0;1
denying the;0;7;0;7
dialogue with;0;1;0;1
few and far;0;4;0;4
french;0;4;0;4
half hour;0;5;0;5
he gone;0;2;0;2
idea of the;0;4;0;4
idea that;0;2;0;2
in years and;0;1;0;1
next to;0;1;0;1
is rather like;0;1;0;1
and allows;0;1;0;1
cinema but;0;1;0;1
crowd pleaser;0;2;0;2
in the middle;0;2;0;2
leave the;0;1;0;1
manual;0;2;0;2
adds;0;1;0;1
an ambitious;0;2;0;2
assassination;0;1;0;1
he watches;0;2;0;2
long you;0;1;0;1
also be the;0;2;0;2
deeply satisfying;0;1;0;1
derrida is;0;1;0;1
descends;0;1;0;1
familiar but;0;5;0;5
how much;0;1;0;1
in the time;0;2;0;2
middle america;0;1;0;1
politics and the;0;1;0;1
adds enough;0;2;0;2
adept;0;1;0;1
appear to;0;1;0;1
bartleby is;0;4;0;4
doesn generate lot;0;1;0;1
new yorkers;0;2;0;2
opera;0;1;0;1
it could have;0;1;0;1
it strange;0;5;0;5
it turns;0;2;0;2
it turns out;0;1;0;1
boy to;0;3;0;3
fused;0;2;0;2
confluence of;0;1;0;1
drags;0;1;0;1
film emerges;0;1;0;1
grandiosity that;0;3;0;3
joie de vivre;0;3;0;3
porridge;0;2;0;2
it better;0;6;0;6
and sweetly;0;1;0;1
and symbolic;0;1;0;1
cast is uniformly;0;1;0;1
hoot and;0;3;0;3
is to;0;3;0;3
monster movie;0;2;0;2
pencil;0;1;0;1
come;0;11;0;11
come along;0;7;0;7
come as;0;3;0;3
fit;0;3;0;3
is visually;0;1;0;1
most american;0;8;0;8
most ardent;0;7;0;7
chalk;0;1;0;1
chalk it;0;1;0;1
differences;0;2;0;2
elements of the;0;1;0;1
film about one;0;3;0;3
kids or;0;1;0;1
an artist;0;1;0;1
but director;0;1;0;1
lost in;0;2;0;2
any insights;0;1;0;1
as documentary;0;1;0;1
fans and;0;1;0;1
job of;0;2;0;2
long for;0;3;0;3
painted;0;2;0;2
all star;0;2;0;2
all that;0;2;0;2
and action;0;3;0;3
but it doesn;0;3;0;3
by some;0;5;0;5
charge;0;4;0;4
densely;0;2;0;2
deny;0;1;0;1
excesses of;0;5;0;5
have ever seen;0;1;0;1
have existed;0;1;0;1
impulsive;0;1;0;1
leaks out;0;2;0;2
music video;0;2;0;2
negotiate the;0;1;0;1
far as;0;1;0;1
its dry;0;1;0;1
its eccentric;0;1;0;1
just doesn;0;1;0;1
love to;0;3;0;3
new zealand;0;3;0;3
population;0;1;0;1
completely lacking in;0;3;0;3
even halfway;0;1;0;1
his camera;0;3;0;3
in any;0;5;0;5
plods along;0;3;0;3
appropriate;0;5;0;5
children movie;0;4;0;4
children of;0;2;0;2
ever done;0;3;0;3
for years to;0;2;0;2
much for;0;4;0;4
pack of;0;2;0;2
callar;0;3;0;3
destructive;0;1;0;1
enjoy this movie;0;3;0;3
bit;0;1;0;1
it did;0;1;0;1
message of;0;3;0;3
ate;0;1;0;1
basically the;0;1;0;1
best it;0;2;0;2
endlessly inventive;0;1;0;1
friel;0;1;0;1
goldmember is;0;2;0;2
aware of;0;3;0;3
benjamins;0;1;0;1
its dialogue;0;3;0;3
its director;0;3;0;3
morose;0;3;0;3
morph;0;2;0;2
300 years of;0;2;0;2
3000;0;2;0;2
badly acted;0;7;0;7
beautifully acted;0;3;0;3
directed and;0;2;0;2
its lack of;0;1;0;1
out in the;0;1;0;1
gel;0;5;0;5
gem;0;1;0;1
bad the;0;2;0;2
doo;0;1;0;1
doo and;0;1;0;1
filmmakers who;0;1;0;1
find compelling;0;1;0;1
for the kiddies;0;1;0;1
for the last;0;1;0;1
in past;0;1;0;1
into her;0;1;0;1
least one;0;1;0;1
own way;0;3;0;3
own work;0;2;0;2
own world;0;1;0;1
freeman;0;3;0;3
generosity;0;1;0;1
in this case;0;1;0;1
in this country;0;1;0;1
muddle;0;1;0;1
of run;0;1;0;1
is light;0;3;0;3
of such;0;2;0;2
and sophomoric;0;2;0;2
beauty of the;0;3;0;3
mayhem;0;2;0;2
don know;0;4;0;4
earn;0;1;0;1
controversy;0;1;0;1
controversy and;0;1;0;1
disappointed;0;1;0;1
disappointing;0;1;0;1
divertida;0;1;0;1
oscar caliber;0;1;0;1
our times;0;1;0;1
lingering;0;5;0;5
ll laugh;0;4;0;4
make his;0;1;0;1
make in;0;1;0;1
only this;0;2;0;2
only this time;0;1;0;1
plotting;0;1;0;1
predictable but;0;1;0;1
couldn;0;1;0;1
ethnic;0;1;0;1
of substance;0;1;0;1
intelligence and;0;1;0;1
john waters;0;1;0;1
of screen time;0;1;0;1
of the very;0;1;0;1
doldrums;0;1;0;1
however it;0;1;0;1
opportunity;0;1;0;1
perhaps more;0;1;0;1
peril;0;1;0;1
cannes film festival;0;2;0;2
focuses on;0;1;0;1
hope in the;0;3;0;3
it into;0;1;0;1
it introduces;0;1;0;1
it out;0;2;0;2
of disbelief;0;1;0;1
accurate to;0;6;0;6
ace;0;5;0;5
ache;0;5;0;5
as to;0;1;0;1
keep you;0;5;0;5
bette;0;4;0;4
french director has;0;1;0;1
make it look;0;7;0;7
and it not;0;1;0;1
into bizarre;0;1;0;1
into black;0;1;0;1
19th century;0;3;0;3
fails to;0;3;0;3
has long;0;1;0;1
is love;0;4;0;4
is lumbering;0;1;0;1
it has;0;1;0;1
mais um;0;1;0;1
eve;0;2;0;2
evelyn;0;2;0;2
fourth;0;1;0;1
makes the silly;0;1;0;1
menacing;0;3;0;3
of the roses;0;1;0;1
ponder;0;3;0;3
burr;0;3;0;3
mad;0;1;0;1
only way;0;1;0;1
or really;0;1;0;1
peppered with;0;1;0;1
from the start;0;1;0;1
around the;0;2;0;2
as tedious as;0;3;0;3
emotionally and;0;3;0;3
footage the;0;1;0;1
mistaking the;0;1;0;1
prince;0;1;0;1
of tension;0;3;0;3
an intriguing;0;1;0;1
my big;0;2;0;2
baggage;0;1;0;1
has done;0;1;0;1
lovely and amazing;0;3;0;3
lovely but;0;1;0;1
actuada;0;1;0;1
holly;0;2;0;2
and dim;0;3;0;3
cross between;0;2;0;2
escaped;0;1;0;1
film while it;0;2;0;2
of cliches;0;1;0;1
aids;0;2;0;2
film high;0;1;0;1
and stately;0;2;0;2
fluke;0;1;0;1
full of itself;0;1;0;1
ll get the;0;1;0;1
nettelbeck has;0;1;0;1
of the audience;0;2;0;2
be compelling;0;5;0;5
best way to;0;1;0;1
best when;0;1;0;1
expertly;0;2;0;2
being john;0;1;0;1
enough to watch;0;3;0;3
explosions;0;2;0;2
intelligent manner;0;1;0;1
intensity of;0;1;0;1
jolts;0;1;0;1
levy;0;1;0;1
one of them;0;3;0;3
behalf;0;1;0;1
cinematic;0;2;0;2
idea in;0;4;0;4
kissinger;0;1;0;1
like rejected;0;1;0;1
loose;0;1;0;1
of the papin;0;2;0;2
pile up;0;2;0;2
pileup;0;2;0;2
contrasting;0;2;0;2
endless;0;1;0;1
frank;0;1;0;1
made without;0;1;0;1
heavily from;0;1;0;1
but most of;0;1;0;1
dreams;0;2;0;2
empathy for;0;1;0;1
flatulence;0;2;0;2
have been better;0;1;0;1
of love story;0;1;0;1
preferred;0;1;0;1
don mind;0;2;0;2
have liked;0;3;0;3
jokes are;0;2;0;2
of the country;0;3;0;3
arthur;0;2;0;2
bond for;0;3;0;3
bond movie;0;1;0;1
hindered by;0;1;0;1
players;0;4;0;4
do for;0;2;0;2
its complexity;0;1;0;1
kong;0;1;0;1
little screen to;0;4;0;4
of my;0;1;0;1
only be;0;2;0;2
and unpleasant;0;1;0;1
havoc;0;3;0;3
hawaiian;0;2;0;2
just about;0;2;0;2
are little;0;2;0;2
director chris;0;4;0;4
hinge;0;4;0;4
implicit;0;1;0;1
indeed have;0;1;0;1
missing;0;2;0;2
acting by the;0;1;0;1
all involved;0;1;0;1
and send;0;2;0;2
and short on;0;1;0;1
characters it;0;2;0;2
minds of;0;2;0;2
minds of the;0;1;0;1
influenced;0;1;0;1
picture in;0;2;0;2
against the;0;1;0;1
black ii;0;3;0;3
dopey;0;1;0;1
edits;0;2;0;2
of female;0;2;0;2
and distinctive;0;5;0;5
apparent;0;2;0;2
be said;0;3;0;3
it seems to;0;1;0;1
lived;0;1;0;1
of the charm;0;7;0;7
one note;0;1;0;1
be forgiven;0;1;0;1
first half of;0;2;0;2
collective fear;0;3;0;3
get caught;0;5;0;5
is matter;0;1;0;1
conflict;0;2;0;2
conflict that;0;1;0;1
crafted;0;1;0;1
culture of fear;0;2;0;2
featuring some;0;2;0;2
injuries;0;2;0;2
is to say;0;2;0;2
nails;0;1;0;1
closet;0;1;0;1
closing;0;1;0;1
fatally;0;3;0;3
moretti;0;1;0;1
morgan;0;1;0;1
plan;0;1;0;1
about growing;0;2;0;2
and short;0;2;0;2
managing;0;4;0;4
managing to;0;2;0;2
maneuvers;0;2;0;2
of images;0;2;0;2
be described as;0;3;0;3
by trying;0;3;0;3
executed and;0;4;0;4
experience to;0;1;0;1
has played in;0;2;0;2
and thoroughly;0;2;0;2
and those;0;1;0;1
beings;0;1;0;1
feces;0;1;0;1
feeble;0;1;0;1
given to;0;2;0;2
nicole kidman;0;2;0;2
particularly the;0;2;0;2
detached;0;2;0;2
in self;0;1;0;1
my wife is;0;2;0;2
of ridiculous;0;2;0;2
have to be;0;1;0;1
its own head;0;2;0;2
naipaul;0;2;0;2
good time;0;9;0;9
happen;0;1;0;1
ingratiating;0;1;0;1
is like;0;2;0;2
of black;0;1;0;1
of bland;0;1;0;1
but certainly;0;4;0;4
but come;0;4;0;4
one to;0;2;0;2
but comes;0;1;0;1
for beginners;0;1;0;1
its over;0;1;0;1
moves;0;2;0;2
movie of the;0;2;0;2
oscar winners;0;4;0;4
buoyant;0;1;0;1
burger;0;2;0;2
heavy;0;1;0;1
is given;0;3;0;3
and politics;0;2;0;2
del;0;5;0;5
enlightening;0;2;0;2
in way;0;1;0;1
iran;0;1;0;1
other parts;0;3;0;3
plight and;0;1;0;1
poised to;0;2;0;2
bus;0;4;0;4
cake;0;1;0;1
cal;0;1;0;1
full price;0;2;0;2
full regalia;0;2;0;2
loads;0;2;0;2
of the whole;0;3;0;3
coke;0;2;0;2
focused on the;0;2;0;2
into what;0;3;0;3
laugh out loud;0;4;0;4
bettany is;0;2;0;2
glamour;0;1;0;1
idea is;0;1;0;1
of sensual;0;1;0;1
original version;0;1;0;1
both visually and;0;1;0;1
complicated to;0;2;0;2
consistently funny;0;2;0;2
is just too;0;1;0;1
is kaufman;0;1;0;1
of all ages;0;3;0;3
aspires;0;1;0;1
build;0;1;0;1
for two hours;0;1;0;1
an animatronic;0;1;0;1
best enjoyed;0;1;0;1
ennui;0;1;0;1
good laughs;0;2;0;2
melodrama;0;3;0;3
plot contrivances;0;3;0;3
plot contrivances are;0;1;0;1
and we re;0;1;0;1
answer to;0;1;0;1
demonstrating;0;1;0;1
feeds;0;2;0;2
find the;0;3;0;3
hypnotically dull;0;2;0;2
interview with the;0;2;0;2
larger;0;1;0;1
liberation;0;1;0;1
accents;0;5;0;5
are nowhere near;0;1;0;1
disaster;0;1;0;1
disaster of;0;1;0;1
feature length;0;1;0;1
high concept;0;1;0;1
into something;0;1;0;1
matters of;0;1;0;1
in hand;0;1;0;1
it also one;0;2;0;2
brink;0;3;0;3
but weirdly;0;3;0;3
of the performances;0;3;0;3
of the picture;0;3;0;3
of the piece;0;3;0;3
dearth of;0;1;0;1
kouyate;0;2;0;2
more compelling;0;1;0;1
more complex;0;1;0;1
counter;0;2;0;2
creates;0;2;0;2
not only because;0;2;0;2
been called;0;1;0;1
for the audience;0;4;0;4
gives the film;0;2;0;2
heartbreaking;0;2;0;2
no apparent;0;1;0;1
cheap thrills;0;1;0;1
clips;0;1;0;1
inc;0;5;0;5
interpretation of;0;6;0;6
about them;0;1;0;1
about this;0;1;0;1
digs;0;1;0;1
get no;0;4;0;4
indulgence;0;1;0;1
presence of;0;1;0;1
allowed to;0;1;0;1
an unflinching look;0;1;0;1
and the beast;0;2;0;2
big enough for;0;2;0;2
but it does;0;5;0;5
ending that;0;2;0;2
fred;0;2;0;2
he may;0;4;0;4
ignorant;0;1;0;1
of flatulence;0;2;0;2
park;0;1;0;1
conundrum;0;2;0;2
film that never;0;5;0;5
in the movie;0;1;0;1
jealousy and;0;2;0;2
mean spirited and;0;2;0;2
mostly the;0;2;0;2
much tongue;0;1;0;1
not exactly sure;0;2;0;2
plot moments;0;2;0;2
poignancy in;0;1;0;1
an unsatisfying;0;1;0;1
and sprightly;0;1;0;1
are telegraphed;0;1;0;1
can only;0;1;0;1
in execution;0;2;0;2
instance;0;1;0;1
of wood;0;2;0;2
of words;0;2;0;2
of work;0;1;0;1
photographer;0;1;0;1
costly;0;1;0;1
dared;0;1;0;1
dared to;0;1;0;1
dares;0;1;0;1
die and;0;1;0;1
are anything;0;3;0;3
bette davis;0;3;0;3
clumsy and;0;2;0;2
combining;0;1;0;1
jez;0;2;0;2
audiences into;0;2;0;2
france;0;1;0;1
good movie but;0;1;0;1
happiness;0;2;0;2
happiness is;0;2;0;2
big bad love;0;1;0;1
has been;0;2;0;2
an engaging and;0;1;0;1
budget but;0;10;0;10
gritty;0;3;0;3
off for;0;1;0;1
accomplished;0;3;0;3
affection for;0;1;0;1
appeal of the;0;1;0;1
big deal;0;5;0;5
brings to the;0;2;0;2
and self;0;1;0;1
baby;0;1;0;1
name of;0;1;0;1
down version;0;1;0;1
byler;0;1;0;1
movie has;0;1;0;1
ofrece;0;2;0;2
often;0;1;0;1
audience in the;0;1;0;1
drama of;0;2;0;2
own style;0;2;0;2
50 year;0;1;0;1
delectable;0;6;0;6
of these people;0;2;0;2
connoisseurs of;0;4;0;4
conquer;0;2;0;2
family of;0;1;0;1
film didn;0;2;0;2
it virtually;0;3;0;3
banal;0;2;0;2
fascinating look;0;2;0;2
absorbing;0;7;0;7
have to;0;1;0;1
at these;0;3;0;3
by people who;0;2;0;2
impenetrable;0;1;0;1
is impossible;0;6;0;6
is impossible to;0;6;0;6
kevin costner;0;2;0;2
meyjes;0;1;0;1
any;0;1;0;1
come away;0;1;0;1
its characters its;0;2;0;2
late to;0;1;0;1
like divine secrets;0;1;0;1
of dreams;0;1;0;1
can relate;0;2;0;2
canon;0;1;0;1
co written;0;10;0;10
co written by;0;10;0;10
enjoy on;0;1;0;1
gleaned;0;3;0;3
is getting;0;2;0;2
its stars;0;1;0;1
kwan;0;1;0;1
living in;0;1;0;1
most high concept;0;2;0;2
off kilter;0;2;0;2
bruising;0;3;0;3
enough;0;1;0;1
is smart and;0;1;0;1
it really;0;1;0;1
kissinger should;0;3;0;3
and game cast;0;3;0;3
as such;0;3;0;3
cost of the;0;3;0;3
glimmer of;0;4;0;4
hints;0;5;0;5
inspiring;0;1;0;1
of middle;0;1;0;1
care;0;1;0;1
case of the;0;3;0;3
case study;0;2;0;2
lavishly;0;5;0;5
may just;0;1;0;1
of particular;0;4;0;4
of passion;0;4;0;4
concentration;0;1;0;1
group of;0;2;0;2
of cinema;0;2;0;2
of the credit;0;2;0;2
and human;0;2;0;2
bawdy;0;2;0;2
brutally;0;2;0;2
of sequel;0;1;0;1
out all the;0;2;0;2
are likely to;0;1;0;1
clarity of;0;1;0;1
have at;0;2;0;2
have been lost;0;2;0;2
bacon;0;1;0;1
bad;0;1;0;1
comedy the film;0;3;0;3
horrors of the;0;1;0;1
fabulous;0;1;0;1
float;0;1;0;1
no surprise;0;3;0;3
clunky;0;4;0;4
co stars;0;2;0;2
ham fisted;0;2;0;2
intentions;0;1;0;1
make terrific;0;1;0;1
make the;0;1;0;1
messages of;0;1;0;1
out his;0;1;0;1
and it;0;2;0;2
all the queen;0;1;0;1
little weak;0;5;0;5
but be;0;2;0;2
but be warned;0;2;0;2
but because;0;1;0;1
by showing them;0;1;0;1
french drama;0;3;0;3
its protagonist;0;1;0;1
mark;0;2;0;2
no surprise that;0;1;0;1
original idea;0;2;0;2
all these years;0;1;0;1
in cheek;0;2;0;2
intentioned;0;1;0;1
is deadly;0;1;0;1
are intriguing and;0;3;0;3
doesn live;0;4;0;4
doesn live up;0;2;0;2
everyone should;0;4;0;4
important movie;0;6;0;6
lapaglia;0;3;0;3
missed opportunity;0;2;0;2
for the future;0;1;0;1
for the history;0;1;0;1
are only;0;2;0;2
lobby;0;2;0;2
hearts of;0;1;0;1
orange;0;1;0;1
overwrought and;0;1;0;1
owe;0;1;0;1
canadian;0;1;0;1
day and;0;3;0;3
energy level;0;1;0;1
independent;0;2;0;2
is an exercise;0;2;0;2
manages to be;0;1;0;1
of cheesy;0;3;0;3
portrait of the;0;2;0;2
autobiographical;0;1;0;1
clumsily;0;1;0;1
country bears should;0;6;0;6
idea but the;0;1;0;1
idea for;0;1;0;1
it races through;0;1;0;1
it raises;0;1;0;1
love hewitt;0;1;0;1
build up;0;1;0;1
by joel;0;1;0;1
by martin;0;1;0;1
by michael;0;1;0;1
feeling that;0;2;0;2
good about;0;6;0;6
his lack;0;8;0;8
in at;0;1;0;1
jump;0;1;0;1
laughter;0;1;0;1
list of;0;4;0;4
no it not;0;2;0;2
no laughs;0;2;0;2
passion or;0;1;0;1
pianist is;0;1;0;1
possible to;0;3;0;3
